Time,HR,GSR,TEMP
0,91.5320383499657,1.829951787375,37
0.101010101010101,89.6432892564818,1.8402204716982,37.0006346609218
0.202020202020202,87.4430477394186,1.95422733415906,37.0012692962796
0.303030303030303,93.3954185570175,1.9974459709355,37.0019038805103
0.404040404040404,92.2798776503719,2.12987933892121,37.002538388053
0.505050505050505,90.3214405748929,2.10546753546383,37.0031727933498
0.606060606060606,97.0970676842367,2.04138775273862,37.0038070708469
0.707070707070707,89.636232167127,2.06061920311906,37.0044411949958
0.808080808080808,91.6913320220771,2.29127805025632,37.005075140254
0.909090909090909,93.8787201406155,2.22994078997911,37.0057088810863
1.01010101010101,93.4714912599101,1.97533018427763,37.0063423919657
1.11111111111111,90.5464913825486,2.13878496418884,37.0069756473744
1.21212121212121,95.3708634131506,1.81019651758553,37.0076086218051
1.31313131313131,93.1963340946119,1.95022622399971,37.0082412897616
1.41414141414141,91.6151667006541,2.18454360778891,37.0088736257602
1.51515151515152,94.484584284361,2.1230023640262,37.0095056043304
1.61616161616162,92.7881233595071,2.21663692891551,37.0101372000163
1.71717171717172,94.1355323434227,2.10629502953725,37.0107683873772
1.81818181818182,91.9379501580796,2.11536596606722,37.0113991409891
1.91919191919192,93.0395903204394,2.21021714114727,37.0120294354452
2.02020202020202,94.5158376228546,2.18847596233768,37.0126592453574
2.12121212121212,93.0539456566768,2.27735103360845,37.013288545357
2.22222222222222,95.4938815761704,2.15806538557762,37.013917310096
2.32323232323232,97.3588856058826,2.12687127542462,37.0145455142478
2.42424242424242,96.0492493492432,2.31694831369903,37.0151731325083
2.52525252525253,94.1730579537989,2.18401843984492,37.0158001395973
2.62626262626263,95.9725247258393,2.16207509101479,37.016426510259
2.72727272727273,96.5031892593766,2.39290412747999,37.0170522192633
2.82828282828283,96.2468556543396,2.20127254622003,37.0176772414066
2.92929292929293,93.0166309466165,2.3621949569596,37.0183015515132
3.03030303030303,91.1957719195784,2.22151108858227,37.018925124436
3.13131313131313,95.5821335198868,2.27293252165355,37.0195479350576
3.23232323232323,97.1336345484574,2.28123564427661,37.0201699582912
3.33333333333333,96.9344985373317,2.33245978239013,37.0207911690818
3.43434343434343,95.0260543309834,2.30444099500631,37.0214115424071
3.53535353535354,91.8911553045145,2.43371575225766,37.0220310532787
3.63636363636364,90.1606103276242,2.15851292460674,37.0226496767426
3.73737373737374,90.9015718454079,2.26555381881024,37.0232673878808
3.83838383838384,93.0818573270114,2.26855935559967,37.0238841618121
3.93939393939394,91.2476469289483,2.35230060977141,37.0244999736928
4.04040404040404,98.1642541596794,2.50102480513638,37.0251147987181
4.14141414141414,93.4652098626411,2.30163583526523,37.025728612123
4.24242424242424,91.4505226580049,2.25245121477177,37.0263413891832
4.34343434343434,91.7310732453922,2.39650781562696,37.026953105216
4.44444444444444,94.0468364478268,2.34678032005437,37.0275637355817
4.54545454545455,89.2118390787018,2.30897026853742,37.0281732556841
4.64646464646465,90.2142440182519,2.28026530400574,37.028781640972
4.74747474747475,86.1256305516382,2.2979621888118,37.0293888669395
4.84848484848485,89.4475256919505,2.15221132547466,37.0299949091277
4.94949494949495,91.5980028892007,2.23714952284847,37.0305997431254
5.05050505050505,89.2642886675979,2.24891926605389,37.0312033445698
5.15151515151515,88.5531611037641,2.46672046650185,37.0318056891482
5.25252525252525,87.4918617475179,2.24048269254904,37.0324067525979
5.35353535353535,88.6130404646369,2.1345614990022,37.0330065107085
5.45454545454545,86.6061878891344,2.20176251420647,37.0336049393215
5.55555555555556,91.4124177785456,2.33661771426556,37.0342020143326
5.65656565656566,88.2179485472883,2.41937608257624,37.0347977116914
5.75757575757576,87.5535417805172,2.3694112881407,37.0353920074036
5.85858585858586,86.9119805070361,2.38450418178988,37.0359848775308
5.95959595959596,86.192292422065,2.20515445855406,37.0365762981924
6.06060606060606,88.3459171266125,2.32925288255335,37.037166245566
6.16161616161616,84.3331560830086,2.30061481561106,37.0377546958887
6.26262626262626,87.4458563098488,2.32778373251142,37.0383416254578
6.36363636363636,89.9271128110294,2.19179790069331,37.0389270106317
6.46464646464646,87.6008365403882,2.25295461840582,37.0395108278314
6.56565656565657,84.6109375733876,2.05599146020747,37.0400930535407
6.66666666666667,87.7273392197367,2.12764493414261,37.0406736643076
6.76767676767677,87.7460271233328,2.26871672252438,37.0412526367452
6.86868686868687,84.0530701004559,2.29700556895216,37.0418299475327
6.96969696969697,86.6950844884307,2.30544333890126,37.042405573416
7.07070707070707,83.1690278096715,2.26547515966341,37.0429794912089
7.17171717171717,83.3997847009489,2.22362487944303,37.0435516777942
7.27272727272727,86.2614381031297,2.23083448850494,37.0441221101243
7.37373737373737,90.024387294937,2.36932116990989,37.0446907652222
7.47474747474747,86.0989885543384,2.12746735416246,37.0452576201827
7.57575757575758,83.6239102017434,2.14442176208482,37.0458226521727
7.67676767676768,83.9013912088799,2.29679448966716,37.0463858384331
7.77777777777778,85.4789945621846,2.0865136594906,37.0469471562786
7.87878787878788,85.7799506022772,2.26246698826249,37.0475065830995
7.97979797979798,87.1310089201453,2.07997310801861,37.0480640963622
8.08080808080808,88.5006898097563,2.21592690318496,37.04861967361
8.18181818181818,84.1481387980617,2.24952956461897,37.0491732924646
8.28282828282828,83.6203662741676,2.11514224528449,37.049724930626
8.38383838383838,83.6799943747857,2.09740550733883,37.0502745658745
8.48484848484848,88.3740233610465,2.11256986134643,37.0508221760709
8.58585858585859,85.6995823203641,2.11589642327174,37.0513677391573
8.68686868686869,83.9096106285813,1.90866170984392,37.0519112331588
8.78787878787879,85.8197015094642,2.23278368299308,37.0524526361833
8.88888888888889,86.6914076633907,2.12078138927817,37.0529919264233
8.98989898989899,87.3553912056998,2.05948527487291,37.0535290821563
9.09090909090909,83.8367820674346,2.13451383414856,37.0540640817456
9.19191919191919,86.4883088304447,2.18518916808239,37.0545969036415
9.29292929292929,87.2882776967155,1.93590666912621,37.0551275263822
9.39393939393939,87.0729724184551,2.00124406333999,37.0556559285941
9.49494949494949,89.1915689699223,1.98134284903701,37.0561820889934
9.5959595959596,84.5135007129016,2.00597166495741,37.0567059863863
9.6969696969697,88.9266885602313,2.0048654207417,37.0572275996703
9.7979797979798,89.6044183659464,1.98979940462444,37.057746907835
9.8989898989899,89.5810159196822,1.99124747648056,37.0582638899626
10,88.9530255354297,1.92686098274091,37.0587785252293
